 Detector [0 = SRPD 1 = HF], Technique [0 = RXN 1 = SPM], Stored [0 = Data 1 = Errors], Systematic [0 = Normal 1 = LOOSE 2 = NOMINAL 3 = TIGHT], Vertex [0 = Normal 1 = WIDE 2 = NARROW], Bin 0, Bin 1, Bin 2, Bin 3, Bin 4, Bin 5, Bin 6, Bin 7, Bin 8, Bin 9, Bin 10, Bin 11, Bin 12, Bin 13, Bin 14, Bin 15, 
0,0,0,0,0,0,-0.143021,-0.0185967,0.0134222,0.0151332,0.0157842,0.0256993,0.0221653,0.0134988,0.031599,0.0242517,-0.0553742,-0.095754,-0.00954261,0.085427,0.142247
0,0,0,0,1,0,-0.143021,-0.0185967,0.0134222,0.0151332,0.0157842,0.0256993,0.0221653,0.0134988,0.031599,0.0242517,-0.0553742,-0.095754,-0.00954261,0.085427,0.142247
0,0,0,0,2,0,-0.193791,-0.0389608,-0.00983332,-0.00801337,-0.0108489,0.0103101,-0.00150173,-0.0277726,0.0105609,0.00254997,-0.102085,-0.159395,0.01114,0.123529,0.12378
0,0,0,1,0,0,-0.242488,-0.0133761,0.0300191,0.0388601,0.0295067,0.0588973,0.0284206,0.0682716,0.029509,-0.0135974,0.076688,-0.00351771,0.0261188,-0.00578229,-0.243905
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,-0.131364,-0.014372,0.0135124,0.0173926,0.0152125,0.0290229,0.0314069,0.0095403,0.0297952,0.0180699,-0.000927651,-0.0210983,0.0188628,0.0440067,0.07435
0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,-0.0411649,0.00764644,0.0141813,0.0139123,0.0118521,0.00923917,0.00236224,-0.00426469,0.00172916,-0.0271287,0.0465835,-0.0144583,-0.00302121,0.0255325,0.0427265
1,0,0,0,1,0,-0.0411649,0.00764644,0.0141813,0.0139123,0.0118521,0.00923917,0.00236224,-0.00426469,0.00172916,-0.0271287,0.0465835,-0.0144583,-0.00302121,0.0255325,0.0427265
1,0,0,0,2,0,-0.0178928,-0.000316589,0.000727956,0.00629772,-0.0126186,-0.0134857,-0.0236526,0.000387149,0.0340343,-0.045312,0.0840035,-0.0770421,0.106149,0.0856906,0.00952982
1,0,0,1,0,0,-0.0609914,0.0110292,0.0146495,0.0123109,0.00580062,0.0175351,-0.0123513,-0.0258577,-0.0446469,-0.0608352,-0.0183072,0.0991718,-0.0302868,-0.0507506,0.149379
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
